Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
1,0.0292356,0.0292356,-0.00875279,0.0242365,2.3696,45.0,305.297,296.25,285.922,287.156,1174.625,25.991,25.221,24.342,24.447,24.342
2,-0.0292356,0.0292356,0.00265933,0.0252435,2.3696,135.0,300.609,298.766,287.406,282.453,1169.234,25.71,25.552,24.581,24.157,24.157
3,-0.0292356,-0.0292356,0.00243635,0.0362775,2.3696,225.0,303.375,301.406,283.625,278.812,1167.218,25.991,25.823,24.299,23.887,23.887
4,0.0292356,-0.0292356,-0.00940414,0.0357411,2.3696,315.0,306.688,297.344,280.359,281.984,1166.375,26.294,25.493,24.037,24.176,24.037
5,0.0877074,0.0292358,-0.0206773,0.0247397,5.30467,18.4349,303.547,287.672,277.344,285.328,1153.891,26.306,24.931,24.036,24.727,24.036
6,0.0292358,0.0877074,-0.00844394,0.0124636,5.30467,71.565,297.406,289.0,285.297,286.672,1158.375,25.674,24.949,24.629,24.748,24.629
7,-0.0292358,0.0877074,0.0028265,0.0139432,5.30467,108.435,293.562,292.172,287.141,282.484,1155.359,25.409,25.288,24.853,24.45,24.45
8,-0.0877074,0.0292358,0.0135186,0.0249199,5.30467,161.565,292.531,297.406,285.969,275.281,1151.187,25.411,25.835,24.841,23.913,23.913
9,-0.0877074,-0.0292358,0.0132457,0.0365475,5.30467,198.435,297.172,301.969,283.703,273.188,1156.032,25.706,26.121,24.541,23.632,23.632
10,-0.0292358,-0.0877074,0.00240378,0.0481026,5.30467,251.565,304.297,302.047,277.859,272.828,1157.031,26.3,26.105,24.015,23.58,23.58
11,0.0292358,-0.0877074,-0.00946262,0.047664,5.30467,288.435,307.938,298.406,274.875,276.297,1157.516,26.603,25.78,23.747,23.87,23.747
12,0.0877074,-0.0292358,-0.0207064,0.0355913,5.30467,341.565,307.656,291.328,275.094,282.719,1156.797,26.596,25.184,23.781,24.44,23.781
13,0.0877072,0.0877072,-0.0206665,0.0131465,7.12513,45.0,300.656,284.562,281.125,288.906,1155.249,26.025,24.632,24.335,25.008,24.335
14,-0.0877073,0.0877072,0.0135025,0.0132852,7.12513,135.0,289.047,293.719,289.172,278.312,1150.25,25.129,25.535,25.14,24.196,24.196
15,-0.0877072,-0.0877072,0.0140504,0.0480327,7.12513,225.0,298.203,303.188,278.703,267.562,1147.656,25.984,26.418,24.285,23.314,23.314
16,0.0877072,-0.0877073,-0.0212516,0.0479835,7.12513,315.0,307.734,291.344,268.156,276.062,1143.296,26.916,25.483,23.455,24.146,23.455
17,0.146179,0.0292357,-0.0319872,0.02483,8.57325,11.3099,302.016,279.688,269.766,283.75,1135.22,26.604,24.637,23.763,24.995,23.763
18,0.0292357,0.146179,-0.00902467,0.0016283,8.57325,78.6901,287.781,279.297,281.75,283.484,1132.312,25.415,24.666,24.883,25.036,24.666
19,-0.0292357,0.146179,0.00225877,0.00231386,8.57325,101.31,285.125,283.422,285.094,280.828,1134.469,25.133,24.983,25.13,24.754,24.754
20,-0.146179,0.0292357,0.0249171,0.0250276,8.57325,168.69,284.156,295.625,284.094,267.375,1131.25,25.119,26.133,25.113,23.635,23.635
21,-0.146179,-0.0292357,0.0249005,0.0368395,8.57325,191.31,287.438,298.766,280.688,263.859,1130.751,25.42,26.422,24.823,23.335,23.335
22,-0.0292358,-0.146179,0.00238749,0.0599357,8.57325,258.69,301.094,298.938,268.516,263.656,1132.204,26.594,26.403,23.716,23.287,23.287
23,0.0292358,-0.146179,-0.0090948,0.0596061,8.57325,281.31,304.531,295.297,265.641,266.703,1132.172,26.898,26.082,23.463,23.557,23.463
24,0.146179,-0.0292358,-0.0322581,0.0360418,8.57325,348.69,304.234,281.906,265.594,279.766,1131.5,26.888,24.914,23.473,24.725,23.473
25,0.146178,0.0877071,-0.0323761,0.0131112,9.81526,30.9638,296.656,274.422,271.016,285.281,1127.375,26.314,24.342,24.04,25.305,24.04
26,0.0877071,0.146178,-0.0201946,0.0010132,9.81526,59.0362,289.219,274.234,277.281,285.031,1125.765,25.691,24.36,24.63,25.319,24.36
27,-0.0877071,0.146178,0.0138287,0.0020193,9.81526,120.964,278.469,283.656,285.094,274.766,1121.985,24.819,25.282,25.41,24.489,24.489
28,0.146178,-0.0877071,-0.0321936,0.0477768,9.81526,329.036,310.547,287.234,264.922,278.344,1141.047,27.216,25.173,23.217,24.394,23.217
29,-0.146179,0.0877072,0.0244863,0.0134606,9.81528,149.036,283.938,294.859,290.234,273.188,1142.219,24.858,25.815,25.41,23.917,23.917
30,-0.146179,-0.0877073,0.0245826,0.048483,9.81528,210.964,294.547,305.906,280.859,264.062,1145.374,25.716,26.708,24.521,23.055,23.055
31,-0.0877073,-0.146179,0.0136896,0.0599691,9.81528,239.036,300.141,305.375,273.703,263.297,1142.516,26.27,26.728,23.956,23.045,23.045
32,0.0877072,-0.146179,-0.021194,0.0594553,9.81528,300.964,311.25,294.469,265.141,272.594,1143.454,27.22,25.753,23.188,23.84,23.188
33,0.20465,0.0292357,-0.0438133,0.0251361,11.9307,8.1301,306.641,277.391,267.359,288.031,1139.422,26.912,24.345,23.464,25.279,23.464
34,0.146179,0.146179,-0.0317768,0.000865515,11.9307,45.0,295.391,273.766,276.828,291.344,1137.329,25.972,24.071,24.34,25.617,24.071
35,0.0292357,0.20465,-0.00925351,-0.0100258,11.9307,81.8699,284.516,276.312,284.953,287.234,1133.015,25.111,24.387,25.15,25.351,24.387
36,-0.0292357,0.20465,0.00264923,-0.00985181,11.9307,98.1301,280.938,279.688,288.016,283.766,1132.408,24.809,24.699,25.434,25.059,24.699
37,-0.146179,0.146179,0.0246592,0.00158514,11.9307,135.0,278.078,289.609,291.156,274.734,1133.577,24.531,25.548,25.685,24.236,24.236
38,-0.20465,0.0292357,0.035822,0.0256424,11.9307,171.87,280.922,298.422,286.672,263.703,1129.719,24.867,26.416,25.376,23.342,23.342
39,-0.20465,-0.0292357,0.0354718,0.03691,11.9307,188.13,284.062,301.719,283.25,260.828,1129.859,25.141,26.704,25.069,23.085,23.085
40,-0.0292358,-0.20465,0.0023301,0.0713783,11.9307,261.87,304.547,302.531,265.422,260.766,1133.266,26.873,26.695,23.421,23.01,23.01
41,0.0292357,-0.20465,-0.00902879,0.0709679,11.9307,278.13,309.625,300.141,264.078,264.875,1138.719,27.191,26.358,23.191,23.261,23.191
42,0.146179,-0.146179,-0.0323921,0.0598679,11.9307,315.0,310.547,287.359,258.5,271.859,1128.265,27.524,25.469,22.911,24.095,22.911
43,0.20465,-0.0292357,-0.043794,0.0361982,11.9307,351.87,305.562,276.344,260.641,280.609,1123.156,27.206,24.604,23.206,24.984,23.206
44,-0.146179,-0.146179,0.0252569,0.0602302,11.9307,225.0,289.891,301.734,270.375,254.031,1116.031,25.975,27.036,24.226,22.762,22.762
45,0.20465,0.0877072,-0.043734,0.0132896,12.8649,23.1986,296.938,268.359,265.125,285.344,1115.766,26.613,24.052,23.762,25.574,23.762
46,0.0877072,0.20465,-0.0203623,-0.0101671,12.8649,66.8014,282.609,268.062,276.938,285.047,1112.656,25.399,24.092,24.89,25.619,24.092
47,-0.0877072,0.20465,0.0139728,-0.0100368,12.8649,113.199,272.453,277.734,285.797,275.547,1111.531,24.512,24.987,25.712,24.79,24.512
48,-0.20465,0.0877072,0.0359924,0.0139758,12.8649,156.801,271.641,288.938,283.812,261.312,1105.703,24.567,26.132,25.668,23.633,23.633
49,-0.20465,-0.0877072,0.0360729,0.0489045,12.8649,203.199,280.344,298.25,273.266,251.375,1103.235,25.411,27.034,24.77,22.785,22.785
50,-0.0877073,-0.20465,0.0140136,0.0719346,12.8649,246.801,293.703,298.516,261.703,251.031,1104.953,26.581,27.016,23.685,22.719,22.719
51,0.0877072,-0.20465,-0.0211582,0.0716795,12.8649,293.199,306.234,289.703,254.609,261.609,1112.155,27.535,26.049,22.893,23.523,22.893
52,0.20465,-0.0877073,-0.0437475,0.0487287,12.8649,336.801,305.844,276.422,254.5,273.656,1110.422,27.543,24.893,22.919,24.644,22.919
53,0.20465,0.146179,-0.043652,0.00137908,14.566,35.5377,291.938,264.0,266.938,287.469,1110.345,26.293,23.776,24.041,25.89,23.776
54,0.146179,0.20465,-0.0319971,-0.0101694,14.566,54.4623,285.844,264.703,273.703,288.156,1112.406,25.696,23.796,24.605,25.904,23.796
55,-0.20465,0.146179,0.0359281,0.00194893,14.566,144.462,268.609,285.656,287.406,264.703,1106.374,24.278,25.819,25.977,23.925,23.925
56,0.146179,-0.20465,-0.0322872,0.0717759,14.566,305.538,308.719,285.422,251.031,263.531,1108.703,27.845,25.744,22.642,23.769,22.642
57,-0.146179,0.20465,0.0242264,-0.00965369,14.566,125.538,267.484,278.312,286.156,270.281,1102.233,24.267,25.25,25.961,24.521,24.267
58,-0.20465,-0.146179,0.0366096,0.0604571,14.566,215.538,282.359,300.594,269.25,247.234,1099.437,25.682,27.341,24.49,22.487,22.487
59,-0.146179,-0.20465,0.0253136,0.0722717,14.566,234.462,288.703,300.359,262.906,246.75,1098.718,26.276,27.337,23.928,22.458,22.458
60,0.20465,-0.146179,-0.0439194,0.0602879,14.566,324.462,306.203,276.781,248.906,267.781,1099.671,27.845,25.169,22.635,24.351,22.635
61,0.263122,0.0292357,-0.0542222,0.0247962,15.3516,6.34019,299.125,264.625,255.656,280.812,1100.218,27.188,24.052,23.237,25.523,23.237
62,0.0292357,0.263122,-0.00911646,-0.0213859,15.3516,83.6598,271.75,264.141,278.469,280.844,1095.204,24.813,24.118,25.426,25.643,24.118
63,-0.0292357,0.263122,0.00190302,-0.0214483,15.3516,96.3402,267.844,266.453,280.594,277.125,1092.016,24.527,24.4,25.695,25.377,24.4
64,-0.263122,0.0292358,0.047142,0.0256084,15.3516,173.66,271.375,294.953,283.266,254.781,1104.375,24.573,26.708,25.649,23.07,23.07
65,-0.263122,-0.0292358,0.0473467,0.0370958,15.3516,186.34,274.188,298.062,279.844,251.469,1103.563,24.846,27.009,25.358,22.787,22.787
66,-0.0292357,-0.263122,0.00258383,0.0833463,15.3516,263.66,300.953,298.484,256.266,250.938,1106.641,27.195,26.972,23.157,22.676,22.676
67,0.0292356,-0.263122,-0.00927607,0.0830591,15.3516,276.34,303.047,293.516,252.188,252.875,1101.626,27.509,26.644,22.892,22.955,22.892
68,0.263122,-0.0292357,-0.0548136,0.036595,15.3516,353.66,299.609,264.922,249.828,274.844,1089.203,27.507,24.323,22.937,25.233,22.937
69,0.263122,0.0877072,-0.0553405,0.01344,16.1024,18.4349,290.078,256.016,253.016,278.594,1077.704,26.916,23.756,23.477,25.851,23.477
70,0.0877072,0.263122,-0.0207637,-0.0216361,16.1024,71.5651,269.781,255.891,270.25,278.672,1074.594,25.105,23.813,25.149,25.933,23.813
71,-0.0877072,0.263122,0.0135443,-0.0208318,16.1024,108.435,261.0,265.953,279.5,269.875,1076.328,24.249,24.709,25.968,25.074,24.249
72,-0.263122,0.0877072,0.0473912,0.0131094,16.1024,161.565,261.219,284.578,279.688,251.984,1077.469,24.244,26.412,25.958,23.387,23.387
73,-0.263122,-0.0877072,0.0473253,0.0493621,16.1024,198.435,269.922,293.594,268.828,241.672,1074.016,25.132,27.336,25.03,22.502,22.502
74,-0.0877072,-0.263122,0.0140294,0.0842053,16.1024,251.565,289.828,294.609,252.0,241.656,1078.093,26.883,27.327,23.375,22.415,22.415
75,0.0877071,-0.263122,-0.0213185,0.0839416,16.1024,288.435,300.531,284.188,243.75,250.406,1078.875,27.856,26.341,22.593,23.21,22.593
76,0.263122,-0.0877072,-0.0550261,0.048539,16.1024,341.565,302.984,267.781,246.609,271.312,1088.686,27.83,24.597,22.652,24.921,22.652
77,0.20465,0.20465,-0.0441693,-0.00985526,16.8232,45.0,283.266,255.969,264.578,285.391,1089.204,26.007,23.501,24.291,26.202,23.501
78,-0.20465,0.20465,0.0359661,-0.00991574,16.8232,135.0,261.438,278.375,286.453,264.172,1090.438,23.976,25.529,26.27,24.226,23.976
79,-0.20465,-0.20465,0.0366456,0.0726095,16.8232,225.0,285.906,304.062,266.125,243.969,1100.062,25.99,27.64,24.192,22.178,22.178
80,0.20465,-0.20465,-0.0434709,0.0724609,16.8232,315.0,310.781,281.125,246.797,265.125,1103.828,28.155,25.468,22.358,24.019,22.358
81,0.263122,0.146179,-0.0550694,0.00171023,17.5177,29.0546,291.484,257.625,260.359,286.875,1096.343,26.587,23.499,23.748,26.167,23.499
82,0.146179,0.263122,-0.0322507,-0.0214149,17.5177,60.9454,278.391,257.828,272.453,287.234,1095.906,25.403,23.526,24.861,26.21,23.526
83,-0.263122,0.146179,0.047229,0.0021409,17.5177,150.945,260.953,283.938,285.469,257.094,1087.454,23.997,26.11,26.251,23.642,23.642
84,0.146179,-0.263122,-0.0323768,0.0841912,17.5177,299.055,306.109,283.047,242.766,254.891,1086.813,28.166,26.044,22.337,23.453,22.337
85,-0.146179,0.263122,0.0245483,-0.021308,17.5177,119.055,258.922,269.641,283.688,267.891,1080.142,23.971,24.963,26.264,24.801,23.971
86,-0.263122,-0.146179,0.0481975,0.0613856,17.5177,209.055,274.453,298.969,267.328,239.766,1080.516,25.4,27.669,24.741,22.19,22.19
87,-0.146179,-0.263122,0.0257232,0.0842139,17.5177,240.945,287.641,299.156,255.984,239.656,1082.437,26.573,27.637,23.649,22.14,22.14
88,0.263122,-0.146179,-0.0555043,0.0609278,17.5177,330.945,305.078,269.547,242.016,266.609,1083.25,28.163,24.883,22.342,24.612,22.342
89,0.321593,0.0292357,-0.0666394,0.025156,18.8396,5.19443,294.125,253.797,245.062,275.969,1068.953,27.515,23.743,22.925,25.817,22.925
90,0.0292358,0.321593,-0.00919263,-0.0330994,18.8396,84.8056,260.938,253.469,273.656,275.969,1064.032,24.524,23.822,25.719,25.936,23.822
91,-0.0292357,0.321593,0.00223424,-0.0328375,18.8396,95.1944,257.625,256.422,276.266,272.688,1063.001,24.236,24.122,25.989,25.653,24.122
92,-0.321593,0.0292357,0.0589941,0.0264793,18.8396,174.806,256.453,285.656,273.625,240.516,1056.25,24.28,27.044,25.905,22.771,22.771
93,-0.321593,-0.0292358,0.0595146,0.0380348,18.8396,185.194,258.547,288.141,269.859,236.766,1053.313,24.546,27.356,25.62,22.478,22.478
94,-0.0292358,-0.321593,0.0021224,0.0961811,18.8396,264.806,293.906,291.172,243.703,238.703,1067.484,27.533,27.276,22.83,22.361,22.361
95,0.0292357,-0.321593,-0.00951271,0.0963945,18.8396,275.194,298.844,289.141,242.047,242.547,1072.579,27.862,26.958,22.567,22.613,22.567
96,0.321593,-0.0292358,-0.0660759,0.0368431,18.8396,354.806,302.141,260.922,246.25,276.797,1086.11,27.819,24.024,22.673,25.485,22.673
97,0.321593,0.0877071,-0.0664812,0.0132389,19.4715,15.2551,296.359,255.531,252.938,284.531,1089.359,27.205,23.457,23.219,26.119,23.219
98,0.0877071,0.321593,-0.0210962,-0.0332341,19.4715,74.7449,267.047,253.156,273.578,282.391,1076.172,24.815,23.524,25.421,26.24,23.524
99,-0.0877072,0.321593,0.0144394,-0.0329231,19.4715,105.255,256.031,261.453,281.375,271.344,1070.203,23.924,24.43,26.292,25.354,23.924
100,0.321593,-0.0877073,-0.0672055,0.0486398,19.4715,344.745,300.578,258.953,238.766,268.859,1067.156,28.166,24.266,22.374,25.194,22.374
101,0.263122,0.20465,-0.0559523,-0.0105204,19.4715,37.875,279.641,246.469,255.484,281.812,1063.406,26.297,23.177,24.025,26.501,23.177
102,0.20465,0.263122,-0.0445712,-0.0221092,19.4715,52.125,273.078,246.625,261.141,282.062,1062.906,25.692,23.203,24.569,26.537,23.203
103,-0.20465,0.263122,0.0366752,-0.0209406,19.4715,127.875,253.156,269.906,283.938,261.5,1068.5,23.693,25.26,26.574,24.474,23.693
104,-0.263122,0.20465,0.0479885,-0.00983779,19.4715,142.125,252.672,275.734,283.531,255.375,1067.312,23.674,25.834,26.565,23.927,23.674
105,-0.321593,0.0877072,0.059348,0.0137704,19.4715,164.745,254.625,283.719,278.828,244.891,1062.063,23.975,26.714,26.253,23.058,23.058
106,-0.321593,-0.0877072,0.0596835,0.0498983,19.4715,195.255,263.234,293.359,268.422,235.266,1060.281,24.827,27.668,25.316,22.189,22.189
107,-0.263122,-0.20465,0.047706,0.0738854,19.4715,217.875,273.016,296.781,259.125,232.266,1061.188,25.727,27.967,24.418,21.887,21.887
108,-0.20465,-0.263122,0.0370752,0.0855773,19.4715,232.125,279.406,297.281,253.641,232.125,1062.453,26.298,27.981,23.873,21.848,21.848
109,-0.0877072,-0.321593,0.0143257,0.0970249,19.4715,254.745,289.891,294.609,245.828,235.281,1065.609,27.204,27.647,23.069,22.079,22.079
110,0.0877072,-0.321593,-0.0207139,0.0961381,19.4715,285.255,300.938,284.469,238.531,244.188,1068.126,28.174,26.633,22.332,22.861,22.332
111,0.20465,-0.263122,-0.0444828,0.0847249,19.4715,307.875,304.609,274.922,235.578,253.422,1068.531,28.507,25.729,22.047,23.717,22.047
112,0.263122,-0.20465,-0.0559697,0.0730362,19.4715,322.125,305.359,269.344,236.266,260.203,1071.172,28.507,25.145,22.057,24.291,22.057
113,0.321593,0.146179,-0.0673088,0.00188524,20.6866,24.4439,285.547,245.891,248.844,280.594,1060.876,26.916,23.178,23.456,26.449,23.178
114,0.146179,0.321593,-0.0325735,-0.0336667,20.6866,65.5561,265.391,245.656,265.969,280.688,1057.704,25.091,23.225,25.146,26.537,23.225
115,-0.146179,0.321593,0.0256471,-0.0327211,20.6866,114.444,249.766,260.859,280.578,264.594,1055.797,23.657,24.707,26.575,25.061,23.657
116,-0.321593,0.146179,0.0594378,0.00218052,20.6866,155.556,249.469,278.359,279.625,245.906,1053.359,23.683,26.426,26.546,23.345,23.345
